timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/22 14:19:35.955, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 187.78 W
2026/09/22 14:19:36.205, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.82 W
2026/09/22 14:19:36.455, 0, 91 %, 4 %, 4943 MiB, 143771 MiB, 188.46 W
2026/09/22 14:19:36.705, 0, 81 %, 3 %, 4943 MiB, 143771 MiB, 182.36 W
2026/09/22 14:19:36.955, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 183.12 W
2026/09/22 14:19:37.206, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 183.00 W
2026/09/22 14:19:37.456, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 183.64 W
2026/09/22 14:19:37.706, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.49 W
2026/09/22 14:19:37.956, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.32 W
2026/09/22 14:19:38.206, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.36 W
2026/09/22 14:19:38.456, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.57 W
2026/09/22 14:19:38.706, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.70 W
2026/09/22 14:19:38.956, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.62 W
2026/09/22 14:19:39.207, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.18 W
2026/09/22 14:19:39.457, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 190.17 W
2026/09/22 14:19:39.707, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.79 W
2026/09/22 14:19:39.957, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.90 W
2026/09/22 14:19:40.207, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.68 W
2026/09/22 14:19:40.457, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.24 W
2026/09/22 14:19:40.707, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.73 W
