timestamp, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2026/09/23 11:46:39.731, 2, 91 %, 1775 MiB, 137.92 W
2026/09/23 11:46:39.732, 3, 93 %, 1739 MiB, 138.71 W
2026/09/23 11:46:49.735, 0, 91 %, 1737 MiB, 142.86 W
2026/09/23 11:46:49.736, 1, 87 %, 1739 MiB, 132.08 W
2026/09/23 11:46:49.737, 2, 90 %, 1775 MiB, 132.21 W
2026/09/23 11:46:49.738, 3, 94 %, 1739 MiB, 133.00 W
2026/09/23 11:46:59.741, 0, 38 %, 1739 MiB, 123.82 W
2026/09/23 11:46:59.742, 1, 56 %, 1899 MiB, 111.18 W
2026/09/23 11:46:59.743, 2, 39 %, 1971 MiB, 115.43 W
2026/09/23 11:46:59.744, 3, 55 %, 1901 MiB, 110.36 W
2026/09/23 11:47:09.747, 0, 92 %, 1739 MiB, 142.96 W
2026/09/23 11:47:09.748, 1, 89 %, 1739 MiB, 136.50 W
2026/09/23 11:47:09.749, 2, 91 %, 1775 MiB, 137.83 W
2026/09/23 11:47:09.750, 3, 93 %, 1741 MiB, 133.79 W
2026/09/23 11:47:19.753, 0, 92 %, 1739 MiB, 143.92 W
2026/09/23 11:47:19.754, 1, 89 %, 1739 MiB, 135.93 W
2026/09/23 11:47:19.755, 2, 91 %, 1775 MiB, 140.73 W
2026/09/23 11:47:19.756, 3, 93 %, 1741 MiB, 136.68 W
2026/09/23 11:47:29.758, 0, 91 %, 1737 MiB, 142.96 W
2026/09/23 11:47:29.759, 1, 87 %, 1739 MiB, 135.45 W
2026/09/23 11:47:29.760, 2, 91 %, 1775 MiB, 139.86 W
2026/09/23 11:47:29.762, 3, 93 %, 1739 MiB, 141.12 W
2026/09/23 11:47:39.765, 0, 91 %, 1737 MiB, 143.83 W
2026/09/23 11:47:39.766, 1, 86 %, 1739 MiB, 136.90 W
2026/09/23 11:47:39.767, 2, 89 %, 1775 MiB, 139.86 W
2026/09/23 11:47:39.768, 3, 93 %, 1739 MiB, 138.13 W
2026/09/23 11:47:49.770, 0, 51 %, 1739 MiB, 88.47 W
2026/09/23 11:47:49.771, 1, 63 %, 1739 MiB, 81.51 W
2026/09/23 11:47:49.772, 2, 43 %, 1775 MiB, 77.46 W
2026/09/23 11:47:49.773, 3, 78 %, 1741 MiB, 77.84 W
2026/09/23 11:47:59.776, 0, 91 %, 1739 MiB, 141.03 W
2026/09/23 11:47:59.777, 1, 87 %, 1739 MiB, 134.58 W
2026/09/23 11:47:59.778, 2, 90 %, 1775 MiB, 138.41 W
2026/09/23 11:47:59.780, 3, 93 %, 1741 MiB, 140.55 W
2026/09/23 11:48:09.784, 0, 91 %, 1737 MiB, 133.88 W
2026/09/23 11:48:09.785, 1, 87 %, 1739 MiB, 125.50 W
2026/09/23 11:48:09.786, 2, 90 %, 1775 MiB, 131.24 W
2026/09/23 11:48:09.787, 3, 93 %, 1739 MiB, 135.33 W
2026/09/23 11:48:19.789, 0, 90 %, 1737 MiB, 138.71 W
2026/09/23 11:48:19.790, 1, 87 %, 1739 MiB, 126.95 W
2026/09/23 11:48:19.791, 2, 90 %, 1775 MiB, 123.58 W
2026/09/23 11:48:19.793, 3, 93 %, 1739 MiB, 121.97 W
2026/09/23 11:48:29.796, 0, 90 %, 1739 MiB, 134.93 W
2026/09/23 11:48:29.797, 1, 87 %, 1739 MiB, 127.43 W
2026/09/23 11:48:29.798, 2, 90 %, 1775 MiB, 131.64 W
2026/09/23 11:48:29.799, 3, 93 %, 1741 MiB, 135.81 W
2026/09/23 11:48:39.801, 0, 91 %, 1739 MiB, 138.62 W
2026/09/23 11:48:39.802, 1, 87 %, 1739 MiB, 131.60 W
2026/09/23 11:48:39.803, 2, 90 %, 1775 MiB, 135.02 W
2026/09/23 11:48:39.804, 3, 93 %, 1741 MiB, 137.08 W
2026/09/23 11:48:49.807, 0, 91 %, 1737 MiB, 142.96 W
2026/09/23 11:48:49.808, 1, 87 %, 1739 MiB, 135.84 W
2026/09/23 11:48:49.809, 2, 89 %, 1775 MiB, 139.38 W
2026/09/23 11:48:49.810, 3, 93 %, 1739 MiB, 141.51 W
2026/09/23 11:48:59.813, 0, 49 %, 1737 MiB, 140.04 W
2026/09/23 11:48:59.814, 1, 41 %, 1739 MiB, 132.52 W
2026/09/23 11:48:59.815, 2, 53 %, 1775 MiB, 135.47 W
2026/09/23 11:48:59.816, 3, 43 %, 1739 MiB, 138.98 W
2026/09/23 11:49:09.818, 0, 91 %, 1737 MiB, 142.85 W
2026/09/23 11:49:09.819, 1, 87 %, 1739 MiB, 135.33 W
2026/09/23 11:49:09.820, 2, 91 %, 1775 MiB, 137.90 W
2026/09/23 11:49:09.821, 3, 93 %, 1739 MiB, 138.11 W
2026/09/23 11:49:19.824, 0, 91 %, 1739 MiB, 139.47 W
2026/09/23 11:49:19.825, 1, 87 %, 1739 MiB, 133.40 W
2026/09/23 11:49:19.826, 2, 90 %, 1775 MiB, 136.35 W
2026/09/23 11:49:19.827, 3, 93 %, 1741 MiB, 138.98 W
2026/09/23 11:49:29.829, 0, 91 %, 1739 MiB, 137.26 W
2026/09/23 11:49:29.831, 1, 87 %, 1899 MiB, 125.10 W
2026/09/23 11:49:29.832, 2, 90 %, 1971 MiB, 124.55 W
2026/09/23 11:49:29.833, 3, 93 %, 1901 MiB, 124.30 W
2026/09/23 11:49:39.836, 0, 90 %, 1737 MiB, 84.64 W
2026/09/23 11:49:39.837, 1, 87 %, 1739 MiB, 78.23 W
2026/09/23 11:49:39.838, 2, 90 %, 1775 MiB, 79.89 W
2026/09/23 11:49:39.839, 3, 93 %, 1739 MiB, 79.79 W
2026/09/23 11:49:49.842, 0, 91 %, 1737 MiB, 141.42 W
2026/09/23 11:49:49.843, 1, 88 %, 1739 MiB, 136.90 W
2026/09/23 11:49:49.845, 2, 90 %, 1775 MiB, 138.41 W
2026/09/23 11:49:49.846, 3, 92 %, 1739 MiB, 138.13 W
2026/09/23 11:49:59.849, 0, 90 %, 1897 MiB, 134.84 W
2026/09/23 11:49:59.850, 1, 88 %, 1899 MiB, 121.73 W
2026/09/23 11:49:59.851, 2, 89 %, 1775 MiB, 124.63 W
2026/09/23 11:49:59.852, 3, 93 %, 1901 MiB, 121.57 W
2026/09/23 11:50:09.855, 0, 69 %, 1739 MiB, 130.98 W
2026/09/23 11:50:09.856, 1, 54 %, 1739 MiB, 119.31 W
2026/09/23 11:50:09.857, 2, 67 %, 1775 MiB, 119.30 W
2026/09/23 11:50:09.857, 3, 93 %, 1741 MiB, 118.18 W
2026/09/23 11:50:19.860, 0, 91 %, 1737 MiB, 137.74 W
2026/09/23 11:50:19.861, 1, 88 %, 1739 MiB, 125.50 W
2026/09/23 11:50:19.862, 2, 90 %, 1775 MiB, 124.55 W
2026/09/23 11:50:19.863, 3, 93 %, 1739 MiB, 124.47 W
2026/09/23 11:50:29.866, 0, 90 %, 1737 MiB, 139.67 W
2026/09/23 11:50:29.867, 1, 88 %, 1739 MiB, 128.31 W
2026/09/23 11:50:29.868, 2, 91 %, 1971 MiB, 127.94 W
2026/09/23 11:50:29.869, 3, 93 %, 1899 MiB, 127.29 W
2026/09/23 11:50:39.872, 0, 91 %, 1739 MiB, 149.62 W
2026/09/23 11:50:39.873, 1, 90 %, 1739 MiB, 141.62 W
2026/09/23 11:50:39.874, 2, 90 %, 1775 MiB, 144.11 W
2026/09/23 11:50:39.875, 3, 93 %, 1741 MiB, 145.27 W
2026/09/23 11:50:49.877, 0, 92 %, 1739 MiB, 148.17 W
2026/09/23 11:50:49.879, 1, 90 %, 1739 MiB, 141.13 W
2026/09/23 11:50:49.880, 2, 91 %, 1775 MiB, 144.11 W
2026/09/23 11:50:49.880, 3, 93 %, 1741 MiB, 144.79 W
2026/09/23 11:50:59.883, 0, 92 %, 1739 MiB, 148.27 W
2026/09/23 11:50:59.884, 1, 90 %, 1739 MiB, 140.17 W
2026/09/23 11:50:59.885, 2, 91 %, 1775 MiB, 142.66 W
2026/09/23 11:50:59.886, 3, 93 %, 1741 MiB, 139.58 W
2026/09/23 11:51:09.889, 0, 64 %, 1737 MiB, 81.73 W
2026/09/23 11:51:09.890, 1, 75 %, 1773 MiB, 75.80 W
2026/09/23 11:51:09.891, 2, 63 %, 1775 MiB, 77.46 W
2026/09/23 11:51:09.892, 3, 89 %, 1739 MiB, 77.36 W
2026/09/23 11:51:19.894, 0, 90 %, 1737 MiB, 143.44 W
2026/09/23 11:51:19.895, 1, 88 %, 1773 MiB, 135.45 W
2026/09/23 11:51:19.896, 2, 89 %, 1775 MiB, 138.32 W
2026/09/23 11:51:19.897, 3, 92 %, 1739 MiB, 141.03 W
2026/09/23 11:51:29.900, 0, 91 %, 1739 MiB, 140.16 W
2026/09/23 11:51:29.901, 1, 88 %, 1773 MiB, 133.13 W
2026/09/23 11:51:29.902, 2, 89 %, 1775 MiB, 135.02 W
2026/09/23 11:51:29.903, 3, 93 %, 1741 MiB, 138.62 W
2026/09/23 11:51:39.906, 0, 91 %, 1739 MiB, 135.81 W
2026/09/23 11:51:39.907, 1, 87 %, 1773 MiB, 130.72 W
2026/09/23 11:51:39.909, 2, 89 %, 1775 MiB, 135.02 W
2026/09/23 11:51:39.910, 3, 92 %, 1741 MiB, 137.17 W
2026/09/23 11:51:49.912, 0, 91 %, 1737 MiB, 137.74 W
2026/09/23 11:51:49.914, 1, 88 %, 1773 MiB, 127.35 W
2026/09/23 11:51:49.915, 2, 90 %, 1971 MiB, 126.49 W
2026/09/23 11:51:49.916, 3, 93 %, 1899 MiB, 126.80 W
2026/09/23 11:51:59.919, 0, 91 %, 1737 MiB, 136.78 W
2026/09/23 11:51:59.921, 1, 88 %, 1967 MiB, 122.61 W
2026/09/23 11:51:59.923, 2, 89 %, 1971 MiB, 122.13 W
2026/09/23 11:51:59.924, 3, 93 %, 1899 MiB, 120.52 W
2026/09/23 11:52:09.927, 0, 90 %, 1739 MiB, 140.55 W
2026/09/23 11:52:09.928, 1, 87 %, 1773 MiB, 133.43 W
2026/09/23 11:52:09.930, 2, 88 %, 1775 MiB, 138.32 W
2026/09/23 11:52:09.931, 3, 92 %, 1741 MiB, 140.06 W
2026/09/23 11:52:19.934, 0, 48 %, 1897 MiB, 128.17 W
2026/09/23 11:52:19.935, 1, 54 %, 1773 MiB, 116.90 W
2026/09/23 11:52:19.936, 2, 42 %, 1971 MiB, 116.32 W
2026/09/23 11:52:19.937, 3, 70 %, 1741 MiB, 118.66 W
2026/09/23 11:52:29.939, 0, 90 %, 1739 MiB, 129.05 W
2026/09/23 11:52:29.940, 1, 87 %, 1773 MiB, 124.62 W
2026/09/23 11:52:29.941, 2, 88 %, 1775 MiB, 128.82 W
2026/09/23 11:52:29.942, 3, 92 %, 1741 MiB, 131.86 W
2026/09/23 11:52:39.945, 0, 90 %, 1737 MiB, 143.92 W
2026/09/23 11:52:39.947, 1, 88 %, 1773 MiB, 135.93 W
2026/09/23 11:52:39.948, 2, 88 %, 1775 MiB, 135.11 W
2026/09/23 11:52:39.949, 3, 92 %, 1739 MiB, 134.45 W
2026/09/23 11:52:49.951, 0, 91 %, 1737 MiB, 139.01 W
2026/09/23 11:52:49.952, 1, 88 %, 1773 MiB, 132.56 W
2026/09/23 11:52:49.953, 2, 89 %, 1775 MiB, 137.44 W
2026/09/23 11:52:49.954, 3, 92 %, 1739 MiB, 138.62 W
2026/09/23 11:52:59.957, 0, 90 %, 1739 MiB, 89.44 W
2026/09/23 11:52:59.958, 1, 87 %, 1773 MiB, 82.54 W
2026/09/23 11:52:59.959, 2, 89 %, 1775 MiB, 84.21 W
2026/09/23 11:52:59.960, 3, 92 %, 1741 MiB, 84.16 W
2026/09/23 11:53:09.963, 0, 91 %, 1739 MiB, 132.43 W
2026/09/23 11:53:09.964, 1, 87 %, 1773 MiB, 125.99 W
2026/09/23 11:53:09.965, 2, 89 %, 1775 MiB, 131.73 W
2026/09/23 11:53:09.967, 3, 92 %, 1741 MiB, 135.33 W
2026/09/23 11:53:19.970, 0, 90 %, 1737 MiB, 141.03 W
2026/09/23 11:53:19.971, 1, 87 %, 1773 MiB, 125.10 W
2026/09/23 11:53:19.972, 2, 89 %, 1775 MiB, 125.03 W
2026/09/23 11:53:19.973, 3, 92 %, 1739 MiB, 127.37 W
2026/09/23 11:53:29.975, 0, 60 %, 1737 MiB, 137.65 W
2026/09/23 11:53:29.977, 1, 49 %, 1773 MiB, 128.31 W
2026/09/23 11:53:29.978, 2, 63 %, 1775 MiB, 130.19 W
2026/09/23 11:53:29.979, 3, 93 %, 1899 MiB, 131.15 W
2026/09/23 11:53:39.982, 0, 90 %, 1739 MiB, 136.68 W
2026/09/23 11:53:39.983, 1, 88 %, 1773 MiB, 131.68 W
2026/09/23 11:53:39.984, 2, 89 %, 1775 MiB, 133.57 W
2026/09/23 11:53:39.985, 3, 92 %, 1741 MiB, 136.68 W
2026/09/23 11:53:49.988, 0, 91 %, 1739 MiB, 134.36 W
2026/09/23 11:53:49.989, 1, 87 %, 1773 MiB, 128.79 W
2026/09/23 11:53:49.991, 2, 88 %, 1775 MiB, 133.57 W
2026/09/23 11:53:49.992, 3, 92 %, 1741 MiB, 135.15 W
2026/09/23 11:53:59.994, 0, 90 %, 1737 MiB, 131.95 W
2026/09/23 11:53:59.995, 1, 88 %, 1773 MiB, 125.90 W
2026/09/23 11:53:59.996, 2, 89 %, 1775 MiB, 129.79 W
2026/09/23 11:53:59.997, 3, 93 %, 1739 MiB, 134.93 W
2026/09/23 11:54:10.000, 0, 77 %, 1737 MiB, 81.73 W
2026/09/23 11:54:10.001, 1, 88 %, 1773 MiB, 75.80 W
2026/09/23 11:54:10.002, 2, 78 %, 1775 MiB, 77.46 W
2026/09/23 11:54:10.003, 3, 54 %, 1739 MiB, 77.36 W
2026/09/23 11:54:20.006, 0, 91 %, 1739 MiB, 146.24 W
2026/09/23 11:54:20.007, 1, 89 %, 1773 MiB, 137.77 W
2026/09/23 11:54:20.008, 2, 90 %, 1775 MiB, 140.82 W
2026/09/23 11:54:20.009, 3, 93 %, 1741 MiB, 141.90 W
2026/09/23 11:54:30.011, 0, 92 %, 1739 MiB, 147.69 W
2026/09/23 11:54:30.012, 1, 90 %, 1773 MiB, 140.65 W
2026/09/23 11:54:30.014, 2, 92 %, 1775 MiB, 144.11 W
2026/09/23 11:54:30.015, 3, 93 %, 1741 MiB, 144.21 W
2026/09/23 11:54:40.018, 0, 91 %, 1739 MiB, 139.10 W
2026/09/23 11:54:40.019, 1, 90 %, 1773 MiB, 134.49 W
2026/09/23 11:54:40.020, 2, 91 %, 1775 MiB, 138.41 W
2026/09/23 11:54:40.021, 3, 93 %, 1741 MiB, 138.52 W
